,NAME,TOTAL ROUNDS,TOTAL STROKES,TOTAL ADJUSTMENT,TOTAL DISTANCE,TOTAL DRIVES,FAIRWAYS HIT,POSSIBLE FAIRWAYS,GREENS HIT,# HOLES,RELATIVE/PAR,TOTAL SG:PUTTING,MEASURED ROUNDS_x,SG:OTT,SG:APR,SG:ARG,TOTAL SG:T,MEASURED ROUNDS_y,EVENTS,# OF WINS,# OF TOP-10S,POINTS BEHIND LEAD,RESET POINTS,1ST,2ND,3RD,YEAR
45,Greg Chalmers,87,"6,169",- 42.713,"48,787",173,752,"1,213",937,"1,566",-0.29,37.934,75,-.335,.012,.459,48.159,75,25,0,1,"6,224",,,,,2012
46,Bob Estes,78,"5,532",- 39.383,"44,487",156,660,"1,087",876,"1,404",-0.26,4.782,65,-.454,.396,.347,23.521,65,22,0,2,"6,568",,,,,2012
47,Roberto Castro,90,"6,340",- .968,"49,981",172,785,"1,201","1,059","1,548",-0.24,3.583,75,.244,.030,.269,44.316,75,23,0,1,"6,854",,,,,2012
48,Geoff Ogilvy,72,"5,111",- 39.642,"41,189",142,622,"1,003",825,"1,296",-0.26,13.063,55,.158,.168,.127,37.991,55,20,0,1,"6,462",,,,,2012
49,Greg Owen,90,"6,368",- 28.026,"53,268",180,755,"1,255","1,111","1,620",-0.25,-32.064,77,.336,.367,.012,22.947,77,23,0,2,"6,922",,,,,2012
50,Bud Cauley,99,"6,982",- 6.646,"57,161",196,832,"1,379","1,186","1,782",-0.26,5.957,91,.065,.201,.388,65.568,91,26,0,6,"6,284",,,,1,2012
51,Bill Haas,78,"5,519",- 21.271,"45,002",154,696,"1,094",915,"1,404",-0.25,6.304,61,.472,-.180,.273,40.740,61,23,1,3,"6,155",,1,,,2012
52,Billy Horschel,59,"4,143",16.147,"31,918",110,512,769,681,990,-0.25,-3.258,48,.546,.028,-.116,18.772,48,14,0,1,"7,337",,,,1,2012
53,Kevin Stadler,81,"5,733",- 20.460,"45,114",154,701,"1,077",939,"1,386",-0.24,-18.428,70,.351,.711,-.359,30.744,70,24,0,5,"6,223",,,,,2012
54,Ben Curtis,62,"4,382",- 8.631,"31,880",116,566,812,719,"1,044",-0.26,24.238,48,-.044,.408,.036,43.485,48,16,1,3,"6,396",,1,1,,2012
55,Martin Flores,95,"6,725",- 23.877,"54,877",186,696,"1,299","1,071","1,674",-0.26,53.826,82,.077,-.507,.192,34.325,82,26,0,2,"7,064",,,,,2012
56,Jimmy Walker,101,"7,136",- 9.857,"59,902",202,742,"1,407","1,169","1,818",-0.29,38.829,91,-.243,.105,.258,49.758,91,26,0,4,"6,593",,,,,2012
57,Freddie Jacobson,60,"4,301",- 67.319,"34,493",120,487,840,668,"1,080",-0.24,-6.384,44,-.071,.306,.020,4.812,44,16,0,1,"7,113",,,,,2012
58,Chad Campbell,84,"5,950",- 22.429,"48,742",168,706,"1,173","1,015","1,512",-0.23,-31.015,73,-.040,.751,-.004,20.641,73,23,0,2,"7,109",,,,1,2012
59,Nick Watney,94,"6,666",- 31.750,"55,800",188,774,"1,315","1,124","1,692",-0.27,-2.103,76,-.016,.586,-.007,40.721,76,25,1,4,"1,885",,1,,,2012
60,Blake Adams,107,"7,576",- 23.304,"59,410",206,946,"1,437","1,222","1,854",-0.26,20.406,88,.237,-.055,-.057,31.339,88,29,0,2,"6,952",,,,,2012
61,Rickie Fowler,83,"5,911",- 50.711,"48,676",166,748,"1,161",971,"1,494",-0.26,-13.340,66,.458,.228,.034,34.166,66,23,1,5,"3,625",,1,1,,2012
62,Sean O'Hair,84,"5,937",- 5.358,"49,980",168,706,"1,177","1,032","1,512",-0.27,-21.736,76,.255,.250,.149,27.946,76,21,0,2,"6,882",,,1,,2012
63,John Rollins,77,"5,448",- 10.382,"45,487",154,690,"1,074",917,"1,386",-0.26,-2.404,71,.627,-.269,.107,30.634,71,23,0,5,"6,826",,,,1,2012
64,Graham DeLaet,79,"5,594",- 14.709,"45,649",150,632,"1,047",901,"1,350",-0.25,-19.707,71,.500,.334,-.234,22.880,71,23,0,3,"6,541",,,,,2012
65,Kyle Stanley,84,"5,965",- 31.819,"51,249",167,699,"1,175","1,014","1,512",-0.27,-55.770,70,.786,.439,-.043,26.907,70,27,1,2,"6,134",,1,1,,2012
66,Kevin Na,79,"5,599",- 18.875,"44,484",158,727,"1,103",882,"1,422",-0.28,12.574,65,-.255,.301,.206,28.944,65,24,0,6,"6,531",,,,,2012
67,Harris English,98,"6,947",- 19.581,"58,851",196,813,"1,367","1,195","1,764",-0.26,15.234,87,.286,-.038,-.124,25.984,87,24,0,3,"6,864",,,,,2012
68,Charlie Wi,86,"6,123",- 43.044,"48,841",171,738,"1,197",924,"1,548",-0.27,20.398,73,-.197,-.229,.430,20.681,73,24,0,3,"6,583",,,1,1,2012
69,Tim Clark,60,"4,266",- 24.193,"32,645",118,600,838,694,"1,080",-0.24,-6.049,50,.285,.151,-.014,15.048,50,19,0,3,"6,561",,,1,,2012
70,John Mallinger,70,"4,960",- 11.091,"39,395",140,661,973,838,"1,260",-0.24,-5.437,63,-.086,.184,.206,13.763,63,22,0,2,"7,083",,,1,,2012
71,John Merrick,79,"5,577",8.378,"46,346",158,711,"1,103",983,"1,422",-0.25,-13.925,72,.202,.230,-.047,13.784,72,24,0,2,"6,812",,,1,,2012
72,Ben Crane,72,"5,093",- 2.036,"41,300",144,650,"1,010",840,"1,296",-0.31,26.762,62,.102,-.138,.195,36.661,62,22,0,4,"6,635",,,1,,2012
73,Michael Thompson,80,"5,698",- 40.556,"45,349",160,662,"1,114",911,"1,440",-0.26,23.097,65,-.375,.317,-.192,6.880,65,23,0,2,"6,955",,,1,,2012
74,Daniel Summerhays,81,"5,736",- 7.553,"44,558",154,667,"1,077",938,"1,386",-0.24,-3.600,68,.200,-.066,.045,8.534,68,22,0,4,"7,053",,,,,2012
75,William McGirt,96,"6,794",- 4.045,"52,226",183,776,"1,281","1,098","1,656",-0.24,22.289,79,-.092,.110,-.047,19.983,79,28,0,3,"6,501",,,1,,2012
76,David Toms,58,"4,112",- 9.062,"31,956",116,565,810,690,"1,044",-0.24,-6.185,44,.131,.012,.189,8.397,44,18,0,4,"7,003",,,1,,2012
77,Jonathan Byrd,68,"4,842",- 30.804,"39,371",136,551,952,779,"1,224",-0.26,14.686,56,-.220,.406,.058,28.341,56,21,0,5,"6,890",,,,1,2012
78,Brian Gay,87,"6,152",4.714,"48,328",174,752,"1,211",982,"1,566",-0.26,54.888,78,-.364,-.486,.293,11.513,78,24,0,2,"7,135",,,,,2012
79,Spencer Levin,79,"5,629",- 37.730,"44,821",158,632,"1,103",867,"1,422",-0.28,21.790,66,-.207,-.041,.180,17.262,66,26,0,3,"6,891",,,,1,2012
80,Tim Herron,88,"6,240",- 11.246,"50,934",176,736,"1,228","1,067","1,584",-0.24,-13.188,76,.152,.193,.163,25.398,76,23,0,,"7,287",,,,,2012
81,Matt Every,80,"5,670",- 6.877,"43,400",152,646,"1,061",906,"1,368",-0.27,6.173,64,-.051,.377,.191,39.221,64,22,0,5,"6,647",,,2,1,2012
82,David Hearn,95,"6,720",6.204,"54,465",190,826,"1,327","1,134","1,710",-0.24,23.003,88,-.022,-.210,.231,22.951,88,25,0,2,"6,659",,,,,2012
83,Brian Davis,91,"6,459",- 15.546,"47,940",173,815,"1,212",994,"1,566",-0.27,29.211,79,-.012,.146,.090,46.908,79,25,0,4,"6,898",,,,,2012
84,Richard Lee,67,"4,721",23.185,"37,124",130,624,908,799,"1,170",-0.27,10.775,57,.106,-.187,.071,10.206,57,20,0,,"7,364",,,,,2012
85,Tom Gillis,75,"5,322",- 11.122,"43,355",150,690,"1,044",862,"1,350",-0.28,14.940,69,.207,-.274,.189,23.374,69,22,0,2,"6,349",,,1,,2012
86,Gary Christian,87,"6,154",7.367,"47,923",170,817,"1,185","1,025","1,530",-0.25,-5.779,75,.170,.124,-.067,11.173,75,24,0,1,"7,097",,,,,2012
87,Kevin Streelman,89,"6,313",- 9.888,"50,945",174,747,"1,212","1,037","1,566",-0.25,-4.144,77,.110,.184,.028,20.641,77,23,0,3,"7,164",,,,,2012
88,Brian Harman,101,"7,164",- 11.058,"58,632",202,922,"1,409","1,162","1,818",-0.28,11.582,88,.337,-.370,.101,17.538,88,27,0,1,"6,504",,,,,2012
89,Marc Leishman,84,"5,996",- 46.196,"48,620",168,647,"1,172",949,"1,512",-0.23,-25.169,76,-.209,.559,.193,16.087,76,23,1,2,"6,461",,1,,1,2012
90,Ryo Ishikawa,52,"3,730",- 45.586,"26,678",92,357,670,515,864,-0.24,7.249,37,-.199,.069,-.104,-1.403,37,,,,,,,1,,2012
91,Dicky Pride,58,"4,113",- 2.485,"30,880",108,464,756,627,972,-0.26,6.391,49,-.287,.002,.064,-4.433,49,17,0,3,"6,742",,,1,,2012
92,Chris Stroud,86,"6,096",- .451,"49,013",171,749,"1,202",981,"1,548",-0.25,6.117,75,-.236,-.049,.325,9.106,75,24,0,2,"7,142",,,,,2012
93,John Daly,46,"3,273",- 12.588,"28,216",92,357,640,514,828,-0.30,7.294,38,.272,-.267,-.604,-15.444,38,12,0,1,"7,328",,,,,2012
94,Jeff Maggert,83,"5,878",5.248,"47,360",166,777,"1,157",981,"1,494",-0.25,-9.933,78,.287,.084,-.214,2.370,78,23,0,1,"7,189",,,,,2012
95,K.J. Choi,70,"5,001",- 38.969,"39,527",140,628,980,801,"1,260",-0.24,-19.278,56,.064,.153,.382,14.262,56,21,0,2,"7,024",,,,,2012
96,Kevin Chappell,87,"6,194",- 26.600,"51,033",174,687,"1,211","1,004","1,566",-0.24,-18.857,72,.228,-.186,.138,-5.828,72,25,0,1,"7,179",,,,,2012
97,Chris Kirk,89,"6,286",23.341,"51,938",178,745,"1,248","1,067","1,602",-0.27,-16.611,85,.032,.444,-.037,20.737,85,24,0,4,"6,474",,,,,2012
98,Johnson Wagner,88,"6,254",- 14.895,"49,700",175,769,"1,234","1,044","1,584",-0.25,26.284,76,-.027,.376,-.310,29.258,76,26,1,4,"6,240",,1,1,,2012
99,Russell Knox,68,"4,792",29.538,"37,729",132,618,922,824,"1,188",-0.25,.011,56,.049,.025,.105,10.011,56,19,0,,"7,462",,,,,2012
100,Heath Slocum,89,"6,307",4.100,"47,412",170,851,"1,187","1,038","1,530",-0.22,-41.536,75,.248,.427,-.158,-2.654,75,25,0,,"7,261",,,,,2012
101,J.B. Holmes,86,"6,111",- 11.556,"50,785",164,624,"1,147",952,"1,476",-0.28,-4.454,78,.585,-.219,.186,38.651,78,23,0,2,"6,473",,,,,2012
102,J.J. Henry,89,"6,324",- 10.466,"48,972",170,748,"1,184","1,044","1,530",-0.21,-3.859,71,.051,.126,.133,18.105,71,28,1,3,"6,866",,1,,1,2012
103,D.A. Points,88,"6,243",.227,"49,704",175,796,"1,231","1,053","1,584",-0.25,-8.759,80,.067,.329,-.003,22.740,80,25,0,3,"6,599",,,1,,2012
104,Billy Mayfair,86,"6,110",- 8.484,"49,326",172,783,"1,201",991,"1,548",-0.22,-15.991,78,.080,-.083,.131,-5.985,78,24,0,1,"7,126",,,,,2012
105,Josh Teater,93,"6,592",6.611,"55,543",186,795,"1,297","1,130","1,674",-0.26,-17.388,83,.570,-.231,-.001,10.635,83,27,0,3,"6,823",,,,,2012
106,Jerry Kelly,84,"5,948",12.192,"44,174",160,814,"1,115",945,"1,440",-0.24,-5.595,73,-.018,-.218,.245,-4.880,73,22,0,,"7,241",,,,,2012
107,Boo Weekley,70,"4,976",- 8.391,"39,173",132,600,921,826,"1,188",-0.21,-61.185,58,.668,.466,-.162,-4.760,58,21,0,2,"7,261",,,,1,2012
108,Chris Couch,59,"4,182",5.631,"34,664",118,537,820,676,"1,062",-0.28,4.491,54,.377,-.131,-.205,6.734,54,21,0,,"7,384",,,,,2012
109,Martin Laird,73,"5,212",- 29.837,"42,945",144,604,"1,021",858,"1,314",-0.27,5.356,54,.374,.175,-.099,29.624,54,22,0,3,"6,602",,,2,,2012
110,Nathan Green,69,"4,880",18.358,"36,898",130,536,909,783,"1,170",-0.26,14.162,57,-.479,.048,.083,-5.689,57,18,0,1,"7,381",,,,,2012
111,Y.E. Yang,62,"4,449",- 46.665,"35,331",124,530,868,653,"1,116",-0.27,24.781,48,-.118,-.352,-.192,-7.021,48,20,0,,"7,275",,,,,2012
112,George McNeill,85,"6,058",- 22.027,"46,206",160,689,"1,127",919,"1,458",-0.25,16.899,71,-.149,-.023,-.053,.890,71,23,1,1,"6,902",,1,,,2012
113,Cameron Tringale,88,"6,266",- 15.961,"50,815",175,789,"1,225","1,055","1,584",-0.24,7.855,77,.195,.056,.003,27.393,77,23,0,4,"6,937",,,,,2012
114,Bryce Molder,79,"5,614",- 2.783,"43,838",158,680,"1,104",923,"1,422",-0.25,47.290,71,-.632,.100,.188,22.821,71,23,0,2,"6,603",,,,,2012
115,Rod Pampling,84,"5,984",- 16.832,"46,210",160,700,"1,116",935,"1,440",-0.24,-10.570,69,.061,-.131,.203,-1.375,69,22,0,1,"7,121",,,,,2012
116,Vaughn Taylor,79,"5,607",6.699,"42,904",150,635,"1,048",895,"1,350",-0.26,1.961,64,-.327,.165,.160,1.888,64,22,0,,"7,314",,,,,2012
117,Bill Lunde,79,"5,605",8.881,"43,582",150,617,"1,044",912,"1,350",-0.24,-16.132,67,.052,.449,.044,20.424,67,21,0,,"7,332",,,,,2012
118,Danny Lee,70,"4,958",16.341,"38,533",132,529,921,775,"1,188",-0.27,2.366,59,-.202,-.031,.230,2.188,59,22,0,,"7,400",,,,,2012
119,Brandt Jobe,57,"4,077",- 26.356,"31,714",106,463,741,617,954,-0.24,11.553,45,.198,-.222,-.180,2.391,45,18,0,1,"7,381",,,,,2012
120,Camilo Villegas,77,"5,456",17.115,"44,701",154,666,"1,074",964,"1,386",-0.26,-25.070,73,.080,.208,-.117,-12.666,73,21,0,,"7,359",,,,,2012
121,Stuart Appleby,71,"5,029",18.778,"40,225",142,648,990,828,"1,278",-0.24,9.991,65,-.003,-.437,.158,-8.352,65,20,0,,"7,339",,,,,2012
122,Aaron Baddeley,72,"5,152",- 31.895,"42,048",144,549,"1,011",753,"1,296",-0.30,33.197,55,-.108,-.504,.152,7.865,55,21,0,3,"6,856",,,,,2012
123,Rory Sabbatini,84,"5,988",- 13.505,"48,002",167,716,"1,173",941,"1,512",-0.27,-26.604,72,.247,-.021,.129,-.998,72,25,0,2,"7,024",,,1,,2012
124,Charley Hoffman,88,"6,276",- 15.750,"51,712",175,763,"1,226","1,051","1,584",-0.26,-36.504,76,.334,.356,-.123,6.606,76,26,0,2,"6,710",,,1,,2012
125,Kyle Reifers,86,"6,110",9.778,"47,554",164,704,"1,141",995,"1,476",-0.23,1.544,74,.056,.056,-.074,4.325,74,23,0,,"7,315",,,,,2012
126,Ricky Barnes,88,"6,280",- 17.686,"51,393",176,714,"1,229","1,067","1,584",-0.22,-40.006,82,-.290,.499,.075,-16.636,82,25,0,1,"6,930",,,,1,2012
127,Garth Mulroy,57,"4,054",3.920,"33,477",114,479,797,668,"1,026",-0.28,.450,46,-.004,.143,-.179,-1.420,46,17,0,,"7,453",,,,,2012
128,Kris Blanks,65,"4,652",- 23.917,"36,420",128,586,890,770,"1,152",-0.22,-36.469,60,.192,.558,-.203,-3.669,60,23,0,,"7,329",,,,,2012
129,Hunter Haas,65,"4,653",- 24.670,"36,236",126,544,880,716,"1,134",-0.25,.571,52,.123,-.020,-.223,-5.654,52,24,0,1,"7,375",,,,,2012
130,Bobby Gates,85,"6,054",- 1.325,"49,837",166,678,"1,157",977,"1,494",-0.25,-19.929,76,.331,-.016,-.318,-20.153,76,25,0,1,"7,288",,,,,2012
131,Rocco Mediate,68,"4,821",21.850,"35,927",128,555,892,747,"1,152",-0.25,-.702,58,-.106,-.090,.100,-6.276,58,19,0,,"7,431",,,,,2012
132,James Driscoll,83,"5,914",- .601,"46,000",158,564,"1,099",887,"1,422",-0.29,30.362,70,-.525,.032,.000,-4.132,70,23,0,2,"7,213",,,,,2012
133,Troy Matteson,98,"6,998",- 15.754,"56,196",188,690,"1,310","1,083","1,692",-0.24,11.303,83,-.066,.075,-.196,-4.211,83,29,0,3,"6,436",,,1,,2012
134,Jason Bohn,77,"5,491",- 4.913,"41,877",150,678,"1,043",872,"1,350",-0.24,-2.434,66,-.110,.128,-.162,-11.912,66,24,0,2,"7,263",,,1,,2012
135,David Mathis,81,"5,792",- 14.044,"42,833",154,679,"1,074",846,"1,386",-0.25,23.324,69,-.203,-.239,-.002,-7.266,69,25,0,1,"7,304",,,,,2012
136,Chez Reavie,83,"5,935",- 14.288,"46,620",165,792,"1,155",988,"1,494",-0.21,-13.570,66,.125,.136,-.101,-2.981,66,23,0,,"7,299",,,,,2012
137,Kevin Kisner,65,"4,618",19.227,"35,127",122,520,851,686,"1,098",-0.25,16.053,53,.106,-.651,.103,-7.371,53,20,0,1,"7,378",,,,,2012
138,Robert Allenby,76,"5,458",- 34.995,"43,294",151,629,"1,060",900,"1,368",-0.22,-28.255,66,-.449,.537,-.286,-41.341,66,23,0,2,"7,209",,,1,,2012
139,Matt Jones,53,"3,771",11.425,"28,779",98,379,683,571,882,-0.23,-3.980,44,-.192,-.387,.112,-24.507,44,16,0,1,"7,483",,,,,2012
140,Trevor Immelman,76,"5,466",- 41.891,"44,218",152,634,"1,062",868,"1,368",-0.21,-6.943,57,-.140,.242,.384,20.800,57,21,0,,"7,203",,,,,2012
141,Mark Wilson,78,"5,585",- 17.727,"43,062",156,748,"1,090",899,"1,404",-0.22,-6.952,68,-.255,.043,.069,-16.693,68,24,1,2,"6,577",,1,,1,2012
142,Gavin Coles,70,"4,971",26.764,"35,793",132,600,922,763,"1,188",-0.25,33.670,57,-.676,-.008,-.196,-16.496,57,19,0,,"7,442",,,,,2012
143,Charlie Beljan,57,"4,046",23.848,"33,027",106,430,739,634,954,-0.27,-18.102,43,.797,-.226,-.635,-20.870,43,18,0,1,"7,404",,1,,1,2012
144,Jhonattan Vegas,77,"5,507",- 6.133,"45,697",150,558,"1,051",892,"1,350",-0.26,-2.424,69,-.012,-.206,-.135,-26.700,69,22,0,2,"7,265",,,,,2012
145,Jason Kokrak,75,"5,340",18.397,"45,616",150,564,"1,046",891,"1,350",-0.24,-12.709,69,-.044,-.173,-.045,-30.828,69,23,0,1,"7,461",,,1,,2012
146,Mathew Goggin,63,"4,482",19.285,"35,477",122,493,852,739,"1,098",-0.25,-13.322,55,.108,-.292,.099,-17.965,55,19,0,,"7,523",,,,,2012
147,Robert Karlsson,52,"3,735",- 19.463,"30,353",103,402,728,592,936,-0.26,-21.765,41,-.040,.072,.030,-19.230,41,13,0,,"7,387",,,,,2012
148,Stewart Cink,67,"4,827",- 37.619,"38,127",132,499,934,775,"1,206",-0.22,16.239,54,-.485,.195,-.239,-12.296,54,19,0,,"7,316",,,,,2012
149,Chris DiMarco,81,"5,792",- 1.432,"43,133",158,761,"1,099",861,"1,422",-0.25,-8.109,72,-.371,-.073,.079,-34.338,72,25,0,1,"7,310",,,,,2012
150,Scott Stallings,78,"5,573",3.247,"46,871",155,635,"1,093",932,"1,404",-0.24,-27.522,68,.393,-.113,-.198,-21.982,68,24,1,2,"6,845",,1,,,2012
