,NAME,TOTAL ROUNDS,TOTAL STROKES,TOTAL ADJUSTMENT,TOTAL DISTANCE,TOTAL DRIVES,FAIRWAYS HIT,POSSIBLE FAIRWAYS,GREENS HIT,# HOLES,RELATIVE/PAR,TOTAL SG:PUTTING,MEASURED ROUNDS_x,SG:OTT,SG:APR,SG:ARG,TOTAL SG:T,MEASURED ROUNDS_y,EVENTS,# OF WINS,# OF TOP-10S,POINTS BEHIND LEAD,RESET POINTS,1ST,2ND,3RD,YEAR
153,Adam Schenk,80,"5,683",26.596,"48,881",160,643,"1,115",978,"1,440",-0.24,8.564,66,.073,-.262,-.091,-9.916,66,,,,,,,,,2018
154,J.J. Henry,75,"5,321",31.897,"43,765",150,692,"1,045",952,"1,350",-0.21,-35.860,63,.174,.340,-.138,-12.144,63,,,,,,,,,2018
155,Jonathan Byrd,62,"4,382",44.656,"36,168",124,508,867,761,"1,116",-0.25,-5.087,48,-.542,.043,.339,-12.774,48,,,,,,,,,2018
156,Retief Goosen,52,"3,721",- 7.724,"30,806",104,402,728,578,936,-0.25,-16.460,40,-.392,.389,-.083,-19.867,40,,,,,,,,,2018
157,Robert Garrigus,76,"5,391",39.695,"46,803",152,597,"1,059",893,"1,368",-0.26,-38.672,68,.210,.331,-.186,-14.489,68,27,0,1,"5,624",,,,,2018
158,Martin Flores,86,"6,112",33.354,"49,195",164,659,"1,200","1,027","1,548",-0.26,-20.822,72,-.097,-.083,-.098,-40.854,72,,,,,,,,,2018
159,Conrad Shindler,56,"3,952",50.046,"32,621",112,515,783,668,"1,008",-0.26,-7.325,44,.114,-.008,-.252,-13.775,44,,,,,,,,,2018
160,Whee Kim,89,"6,318",43.497,"46,299",162,759,"1,242","1,018","1,602",-0.29,31.181,73,-.748,.030,-.146,-31.865,73,30,0,3,"5,172",,,2,,2018
161,Sean O'Hair,63,"4,490",13.153,"38,139",126,527,877,724,"1,134",-0.27,-11.802,57,.211,-.073,-.164,-13.300,57,22,0,2,"5,451",,,1,,2018
162,Xinjun Zhang,75,"5,330",31.417,"42,417",142,684,"1,047",905,"1,350",-0.24,-24.885,57,.139,-.254,-.182,-41.811,57,,,,,,,,,2018
163,Rob Oppenheim,68,"4,830",34.144,"38,787",136,535,951,784,"1,224",-0.26,2.413,54,-.662,.026,.050,-29.255,54,,,,,,,,,2018
164,Wesley Bryan,67,"4,770",23.961,"30,844",110,522,942,739,"1,206",-0.27,18.354,51,-1.443,.222,.407,-23.160,51,,,,,,,,,2018
165,Hudson Swafford,67,"4,760",38.504,"33,307",110,607,940,832,"1,206",-0.25,-13.534,52,.225,-.237,-.221,-25.596,52,,,,,,,,,2018
166,Chris Stroud,73,"5,195",33.841,"37,675",130,638,"1,025",827,"1,314",-0.27,3.098,58,-.277,-.056,-.058,-19.608,58,,,,,,,,,2018
167,Steve Wheatcroft,58,"4,111",43.622,"33,515",116,566,811,695,"1,044",-0.26,-5.887,46,.112,-.065,-.258,-15.603,46,,,,,,,,,2018
168,Michael Kim,70,"5,005",11.309,"38,265",132,539,982,764,"1,260",-0.28,14.005,54,-1.023,-.213,-.027,-54.166,54,27,1,1,"5,302",,1,,,2018
169,Ricky Barnes,59,"4,179",49.109,"34,295",118,389,825,677,"1,062",-0.32,15.201,45,-1.019,.059,.257,-16.438,45,,,,,,,,,2018
170,Chad Campbell,79,"5,632",30.969,"40,684",142,713,"1,102",932,"1,422",-0.21,-30.441,67,-.042,-.010,.023,-32.399,67,28,0,2,"5,616",,,1,,2018
171,Billy Hurley III,64,"4,565",24.746,"36,354",128,529,893,726,"1,152",-0.25,1.419,57,-.696,-.170,.139,-40.024,57,,,,,,,,,2018
172,Roberto Díaz,68,"4,847",30.729,"38,935",136,601,951,780,"1,224",-0.23,9.410,56,-.165,-.600,-.237,-46.666,56,,,,,,,,,2018
173,Derek Fathauer,80,"5,722",24.143,"46,256",160,595,"1,117",869,"1,440",-0.29,24.669,68,-.757,-.365,-.048,-54.869,68,28,0,1,"5,661",,,,,2018
174,Robert Streb,74,"5,301",19.934,"38,628",132,559,"1,033",865,"1,332",-0.24,-4.830,60,-.680,.096,.084,-34.850,60,,,,,,,,,2018
175,Martin Piller,77,"5,509",29.551,"45,000",154,629,"1,075",837,"1,386",-0.27,7.943,67,-.248,-.811,-.186,-75.535,67,28,0,2,"5,606",,,,1,2018
176,Jonathan Randolph,65,"4,652",24.435,"37,625",130,564,907,707,"1,170",-0.24,6.913,60,-.271,-.538,-.182,-52.610,60,,,,,,,,1,2018
177,Sung Kang,85,"6,101",15.059,"45,143",154,675,"1,190",967,"1,530",-0.28,-15.725,67,-.488,-.094,-.225,-69.757,67,29,0,2,"5,487",,,,2,2018
178,Ethan Tracy,68,"4,857",41.576,"40,662",136,573,951,794,"1,224",-0.26,-1.403,54,-.054,-.424,-.309,-43.876,54,,,,,,,,,2018
179,Matt Every,75,"5,379",24.265,"44,123",150,580,"1,045",872,"1,350",-0.26,-22.202,61,-.437,-.024,-.314,-69.470,61,,,,,,,,,2018
180,Grayson Murray,72,"5,176",14.578,"39,331",128,565,"1,009",810,"1,296",-0.30,-20.673,59,.375,-.347,-.015,-19.836,59,22,0,2,"5,539",,,,,2018
181,Cody Gribble,65,"4,667",20.290,"34,319",114,504,909,731,"1,170",-0.28,10.839,54,-.212,-.696,-.111,-44.251,54,,,,,,,,,2018
182,Jonas Blixt,61,"4,383",17.156,"31,072",106,518,859,681,"1,098",-0.24,11.722,48,-.424,-.563,.196,-26.236,48,,,,,,,,,2018
183,Cameron Tringale,63,"4,525",20.201,"36,450",126,458,881,743,"1,134",-0.23,-5.287,51,-1.351,.348,.088,-51.965,51,,,,,,,,,2018
184,Satoshi Kodaira,48,"3,467",- 2.278,"28,190",96,443,676,521,864,-0.22,-25.795,40,.027,-.284,-.930,-73.271,40,18,1,1,"5,377",,1,,,2018
185,Matt Atkins,52,"3,716",41.045,"31,346",104,418,727,594,936,-0.26,-7.907,40,.134,-1.039,-.027,-45.173,40,,,,,,,,,2018
186,Rod Pampling,58,"4,184",17.806,"28,842",100,514,807,654,"1,044",-0.23,-18.964,45,-.095,-.415,-.163,-49.235,45,,,,,,,,,2018
187,Greg Chalmers,52,"3,767",4.591,"29,413",104,427,725,533,936,-0.27,32.388,41,-.690,-1.192,-.174,-51.892,41,,,,,,,,,2018
188,Kyle Thompson,46,"3,311",31.976,"26,249",92,405,643,517,828,-0.22,-27.018,36,-.534,.036,-.014,-45.441,36,,,,,,,,,2018
189,Zecheng Dou,49,"3,546",19.892,"26,270",90,374,683,562,882,-0.21,-24.010,36,-.079,-.265,-.187,-43.122,36,,,,,,,,,2018
190,D.A. Points,61,"4,414",40.174,"32,015",114,517,855,661,"1,098",-0.26,5.274,48,-1.069,-.541,.051,-69.535,48,,,,,,,,,2018
191,Daniel Summerhays,45,"3,261",31.956,"25,836",90,344,629,460,810,-0.28,27.966,38,-.977,-1.586,-.277,-79.974,38,,,,,,,,,2018
192,Andrew Yun,45,"3,284",29.069,"26,153",90,337,629,501,810,-0.22,-20.385,34,-.457,-.447,-.432,-65.811,34,,,,,,,,,2018
