,NAME,TOTAL ROUNDS,TOTAL STROKES,TOTAL ADJUSTMENT,TOTAL DISTANCE,TOTAL DRIVES,FAIRWAYS HIT,POSSIBLE FAIRWAYS,GREENS HIT,# HOLES,RELATIVE/PAR,TOTAL SG:PUTTING,MEASURED ROUNDS_x,SG:OTT,SG:APR,SG:ARG,TOTAL SG:T,MEASURED ROUNDS_y,EVENTS,# OF WINS,# OF TOP-10S,POINTS BEHIND LEAD,RESET POINTS,1ST,2ND,3RD,YEAR
151,Trevor Immelman,80,"5,723",- 5.293,"46,685",160,654,"1,118",940,"1,440",-0.22,-31.780,67,-.006,-.013,.176,-21.237,67,28,0,1,"6,451",,,,,2014
152,Brian Gay,79,"5,639",8.912,"38,570",142,685,"1,105",842,"1,422",-0.24,16.901,63,-.508,-.501,.276,-29.278,63,26,0,1,"6,430",,,,,2014
153,Tommy Gainey,69,"4,926",8.200,"40,569",138,556,960,795,"1,242",-0.27,1.140,60,.257,-.057,-.740,-31.286,60,26,0,1,"6,494",,,,,2014
154,Richard Lee,78,"5,573",6.176,"42,188",148,673,"1,088",842,"1,404",-0.26,27.183,61,-.150,-.750,.021,-26.374,61,27,0,2,"6,429",,,,,2014
155,Jonas Blixt,62,"4,443",- 4.969,"30,899",108,488,869,682,"1,116",-0.28,13.028,43,-.434,-.299,.221,-8.974,43,21,0,1,"6,206",,,1,,2014
156,Jeff Maggert,54,"3,867",.063,"29,877",108,519,754,639,972,-0.20,-28.696,44,-.135,.200,-.161,-32.899,44,19,0,1,"6,610",,,,,2014
157,Roberto Castro,74,"5,326",- 26.311,"39,746",140,649,"1,031",805,"1,332",-0.25,-22.671,59,-.122,-.159,.365,-17.692,59,27,0,1,"6,418",,,,,2014
158,Jim Herman,58,"4,138",15.908,"34,181",116,503,809,693,"1,044",-0.23,-17.364,48,.302,-.238,-.551,-40.778,48,21,0,,"6,663",,,,,2014
159,Nicholas Thompson,81,"5,811",- 6.743,"44,203",154,756,"1,127",972,"1,458",-0.21,-43.514,70,.174,.301,-.371,-36.169,70,30,0,1,"6,368",,,,1,2014
160,Briny Baird,50,"3,580",3.966,"28,159",100,444,697,571,900,-0.22,-7.024,45,-.249,-.183,.013,-25.874,45,17,0,1,"6,439",,,1,,2014
161,Y.E. Yang,78,"5,591",2.546,"43,973",156,711,"1,087",866,"1,404",-0.25,-4.430,61,-.097,-.586,.220,-32.695,61,28,0,,"6,571",,,,,2014
162,Mark Wilson,65,"4,662",.570,"36,346",130,607,906,740,"1,170",-0.19,-30.747,57,-.232,-.112,.079,-45.826,57,25,0,,"6,663",,,,,2014
163,Woody Austin,59,"4,244",- 11.176,"32,861",118,507,825,646,"1,062",-0.24,-7.810,57,-.318,-.169,-.210,-47.497,57,22,0,,"6,580",,,,,2014
164,Kyle Stanley,83,"5,956",- 1.161,"47,008",158,710,"1,159",999,"1,494",-0.20,-99.737,72,.440,.623,-.511,-60.021,72,28,0,1,"6,508",,,,,2014
165,Bronson La'Cassie,47,"3,367",6.301,"26,779",94,392,656,519,846,-0.23,-3.170,36,-.040,-.535,.145,-18.682,36,18,0,,"6,677",,,,,2014
166,Mike Weir,65,"4,674",- 7.718,"35,252",130,478,906,672,"1,170",-0.24,13.559,53,-1.582,.257,.443,-33.194,53,25,0,1,"6,430",,,1,,2014
167,Scott Stallings,76,"5,469",- 9.546,"43,257",144,594,"1,060",864,"1,368",-0.24,-19.191,63,.135,-.221,-.283,-42.420,63,28,1,1,"5,974",,1,,,2014
168,Jim Renner,59,"4,262",- 23.280,"34,013",118,465,823,666,"1,062",-0.22,-41.196,52,-.339,.367,-.248,-52.667,52,25,0,1,"6,459",,,1,,2014
169,John Merrick,83,"5,948",15.689,"42,797",150,796,"1,160","1,017","1,494",-0.24,-40.919,72,.129,.252,-.329,-37.219,72,25,0,,"6,406",,,,,2014
170,Kevin Tway,60,"4,317",- 2.280,"35,342",120,494,838,695,"1,080",-0.20,-7.357,47,.048,-.623,-.102,-39.185,47,23,0,,"6,633",,,,,2014
171,D.H. Lee,50,"3,606",- 10.292,"27,616",100,462,695,539,900,-0.20,1.062,45,-.332,-.591,.103,-35.840,45,20,0,,"6,711",,,,,2014
172,John Rollins,80,"5,751",3.528,"44,101",152,668,"1,117",934,"1,440",-0.21,-16.864,67,-.204,.002,-.193,-43.319,67,28,0,,"6,561",,,,,2014
173,Lucas Glover,66,"4,775",- 7.636,"37,276",124,589,920,796,"1,188",-0.21,-69.302,47,.335,.469,-.265,-43.979,47,26,0,,"6,676",,,,,2014
174,Troy Matteson,58,"4,179",10.772,"34,422",116,430,810,647,"1,044",-0.23,-20.683,49,-.264,-.417,-.233,-65.494,49,23,0,1,"6,567",,,,,2014
175,D.A. Points,73,"5,277",- 3.525,"36,982",130,640,"1,023",824,"1,314",-0.22,-18.917,55,-.424,-.308,-.021,-60.317,55,27,0,,"6,599",,,,,2014
176,Derek Ernst,76,"5,492",25.096,"42,770",144,686,"1,065",869,"1,368",-0.22,-35.154,63,.312,-.694,-.415,-85.436,63,28,0,,"6,587",,,,,2014
