,NAME,TOTAL ROUNDS,TOTAL STROKES,TOTAL ADJUSTMENT,TOTAL DISTANCE,TOTAL DRIVES,FAIRWAYS HIT,POSSIBLE FAIRWAYS,GREENS HIT,# HOLES,RELATIVE/PAR,TOTAL SG:PUTTING,MEASURED ROUNDS_x,SG:OTT,SG:APR,SG:ARG,TOTAL SG:T,MEASURED ROUNDS_y,EVENTS,# OF WINS,# OF TOP-10S,POINTS BEHIND LEAD,RESET POINTS,1ST,2ND,3RD,YEAR
152,Geoff Ogilvy,57,"4,120",- 39.468,"32,496",114,482,791,638,"1,026",-0.21,-14.174,42,-.161,-.268,.117,-27.242,42,19,0,1,"6,207",,,1,,2013
153,Seung-Yul Noh,67,"4,803",- 4.095,"40,045",134,481,934,775,"1,206",-0.25,-28.715,62,-.162,-.163,.315,-29.288,62,25,0,1,"6,503",,,,,2013
154,Mike Weir,58,"4,166",- 10.729,"31,380",116,445,808,594,"1,044",-0.27,13.544,47,-1.338,-.120,.399,-36.243,47,22,0,,"6,556",,,,,2013
155,Casey Wittenberg,70,"5,024",- 7.897,"39,275",140,533,976,783,"1,260",-0.21,15.516,61,-1.071,-.067,.263,-37.823,61,27,0,1,"6,530",,,,,2013
156,Andrew Svoboda,44,"3,140",16.878,"25,532",88,374,614,522,792,-0.24,2.342,35,-.027,-.295,-.308,-19.666,35,18,0,,"6,640",,,,,2013
157,Aaron Watkins,44,"3,137",20.887,"24,388",88,387,614,493,792,-0.25,14.068,35,-.568,-.707,.285,-20.601,35,19,0,1,"6,603",,,,,2013
158,Jin Park,50,"3,580",8.834,"27,321",100,479,696,571,900,-0.23,-1.140,43,-.335,-.166,.016,-22.006,43,20,0,,"6,604",,,,,2013
159,Lee Williams,60,"4,275",32.534,"33,068",120,499,835,666,"1,080",-0.22,-21.752,51,-.514,-.230,.380,-40.310,51,22,0,,"6,595",,,,,2013
160,Charlie Beljan,62,"4,457",- 2.955,"36,630",124,519,867,721,"1,116",-0.24,-11.257,55,.424,-.437,-.306,-28.837,55,24,0,1,"6,270",,,1,,2013
161,Kyle Stanley,71,"5,119",- 18.200,"42,332",142,593,996,861,"1,278",-0.21,-41.004,60,.640,.419,-.708,-19.949,60,24,0,3,"5,970",,,,2,2013
162,Will Claxton,63,"4,519",9.991,"35,893",126,552,879,745,"1,134",-0.21,-39.696,56,.341,-.222,-.215,-45.023,56,24,0,,"6,543",,,,,2013
163,Troy Matteson,66,"4,720",24.695,"38,818",132,509,919,770,"1,188",-0.22,.196,59,-.206,-.583,.175,-36.005,59,24,0,,"6,535",,,,,2013
164,Tommy Gainey,84,"6,047",- 8.105,"48,888",168,662,"1,175",923,"1,512",-0.25,6.682,75,-.098,-.361,-.411,-58.572,75,28,0,1,"6,405",,,,,2013
165,Rod Pampling,42,"3,007",14.618,"23,736",84,366,587,488,756,-0.24,-19.740,35,-.115,-.568,.389,-29.999,35,16,0,,"6,620",,,,,2013
166,Darron Stiles,49,"3,509",16.415,"26,964",98,462,683,549,882,-0.23,-17.952,42,-.087,-.401,.003,-38.286,42,20,0,,"6,604",,,,,2013
167,Alistair Presnell,57,"4,095",6.185,"32,446",114,460,793,639,"1,026",-0.23,-.909,46,-.548,-.585,.123,-47.367,46,23,0,,"6,589",,,,,2013
168,Johnson Wagner,60,"4,333",- 12.196,"33,436",120,493,840,695,"1,080",-0.19,14.096,52,-.461,-.320,-.436,-49.207,52,24,0,2,"6,299",,,1,,2013
169,Justin Bolli,55,"3,961",.845,"30,706",110,470,766,605,990,-0.23,1.744,46,-.273,-.787,-.210,-56.671,46,23,0,2,"6,451",,,,,2013
170,Robert Allenby,56,"4,043",- 7.883,"31,910",112,452,781,629,"1,008",-0.23,-17.531,52,-.733,.296,-.085,-44.678,52,24,0,1,"6,600",,,,,2013
171,Scott Gardiner,59,"4,239",13.832,"34,037",118,481,822,681,"1,062",-0.24,-17.179,52,.069,-.527,-.190,-50.905,52,23,0,,"6,568",,,,,2013
172,Sean O'Hair,56,"4,042",- 4.009,"33,561",112,433,778,625,"1,008",-0.22,-14.131,51,.029,-.576,-.198,-52.116,51,22,0,,"6,546",,,,,2013
173,David Mathis,67,"4,812",26.868,"37,598",134,583,934,767,"1,206",-0.23,-27.791,62,-.328,-.267,-.105,-71.254,62,24,0,1,"6,532",,,,,2013
174,Colt Knost,65,"4,671",26.131,"35,317",130,601,904,722,"1,170",-0.24,25.252,58,-.625,-.847,-.242,-74.164,58,25,0,,"6,599",,,,,2013
175,Derek Ernst,58,"4,189",2.710,"33,813",116,490,810,667,"1,044",-0.23,-10.569,49,.231,-.564,-.526,-52.663,49,21,1,1,"6,131",,1,,,2013
176,Michael Bradley,52,"3,745",16.933,"29,670",104,401,723,619,936,-0.19,-19.368,43,-1.058,.257,-.068,-56.728,43,21,0,,"6,655",,,,,2013
177,Eric Meierdierks,46,"3,313",18.031,"27,773",92,368,640,551,828,-0.21,-36.175,37,.316,-.314,-.501,-54.625,37,19,0,,"6,657",,,,,2013
178,Luke List,61,"4,396",23.094,"37,365",122,387,849,685,"1,098",-0.26,-13.865,52,-.447,-.533,-.097,-69.882,52,24,0,,"6,527",,,,,2013
179,Bobby Gates,45,"3,249",17.564,"26,654",90,324,628,509,810,-0.20,.401,38,-.580,-.498,-.331,-53.106,38,20,0,1,"6,585",,,,,2013
