,Player_Name,Rounds,Fairway_Percentage,Year,Avg_Distance,gir,Average_Putts,Average_Scrambling,Average_Score,Points,Wins,Top_10,Average_SG_Putts,Average_SG_Total,SG_OTT,SG_APR,SG_ARG,Money
202,Graeme McDowell,56,69.15,2017,279.0,62.55,28.2,58.52,70.62899999999998,331,0,0,0.563,0.5720000000000001,0.085,-0.036000000000000004,-0.111,639770
203,Jim Herman,77,69.02,2017,292.5,68.07,29.77,56.15,70.931,553,0,2,-0.127,0.368,0.422,0.14300000000000002,-0.07,1205632
204,Ken Duke,77,68.62,2017,274.2,63.69,29.38,56.47,72.078,98,0,0,-0.452,-0.887,-0.179,-0.256,0.0,225907
205,Kyle Stanley,104,68.55,2017,296.5,70.39,29.63,58.35,69.98899999999999,1204,1,5,-0.309,0.951,0.659,0.562,0.038,3402106
206,Vaughn Taylor,90,68.28,2017,282.4,66.67,29.0,60.52,71.044,369,0,0,0.139,0.106,-0.001,0.135,-0.168,797385
207,Steve Wheatcroft,51,68.24,2017,280.5,60.99,28.51,63.64,71.577,138,0,1,0.479,-0.162,0.259,-0.953,0.054000000000000006,309518
208,Ben Crane,86,67.97,2017,278.5,65.68,29.13,59.02,71.09100000000002,281,0,1,-0.155,-0.223,-0.15,-0.024,0.105,618483
209,Ryan Moore,82,67.9,2017,288.0,65.05,29.04,56.74,70.741,671,0,2,-0.017,0.301,-0.006,0.498,-0.173,1751851
210,Spencer Levin,89,67.82,2017,279.0,65.56,29.38,61.1,71.516,201,0,1,0.03,-0.4,-0.161,-0.195,-0.073,469730
211,Steven Alker,69,67.54,2017,276.9,65.17,29.14,59.75,71.638,121,0,0,-0.309,-0.412,-0.289,-0.212,0.398,218681
212,Chad Campbell,97,67.21,2017,285.6,69.07,29.51,64.63,70.509,616,0,3,-0.28600000000000003,0.405,0.041,0.506,0.14400000000000002,1329941
213,Alex Cejka,85,67.19,2017,282.1,66.45,29.51,61.08,71.461,276,0,1,-0.359,-0.452,-0.02,-0.2,0.127,618171
214,Russell Knox,75,67.09,2017,288.0,66.58,29.35,57.46,70.765,669,0,4,-0.349,-0.14400000000000002,0.102,0.181,-0.119,1643924
215,Kevin Kisner,105,67.0,2017,288.7,66.43,28.79,62.5,70.294,1612,1,7,0.388,1.148,0.257,0.334,0.065,4766936
216,David Hearn,93,66.75,2017,281.0,64.71,29.07,61.85,71.107,359,0,2,-0.052000000000000005,-0.096,-0.175,0.016,0.115,800710
217,Zach Johnson,81,66.54,2017,286.8,64.16,28.52,60.08,70.393,839,0,4,0.417,0.584,-0.005,-0.006999999999999999,0.226,2362968
218,Keegan Bradley,104,66.23,2017,299.4,68.93,29.36,59.49,70.437,794,0,5,-0.21600000000000005,0.629,0.625,0.139,0.004,1940478
219,K.J. Choi,72,66.23,2017,282.2,63.05,28.97,60.36,71.618,143,0,0,0.17600000000000002,-0.264,-0.141,-0.511,0.213,292716
220,Roberto Castro,70,66.2,2017,280.2,63.89,29.5,60.14,71.808,164,0,0,-0.447,-0.479,-0.244,0.099,0.031,367362
221,Kevin Streelman,90,66.01,2017,294.0,66.67,29.47,60.04,70.873,541,0,2,-0.281,0.16899999999999998,0.292,0.197,-0.038,1313327
222,Richy Werenski,81,65.92,2017,291.2,67.42,29.31,60.6,71.171,423,0,3,0.0,-0.223,0.203,-0.123,-0.303,890262
223,D.A. Points,68,65.83,2017,278.1,66.83,29.56,55.67,71.315,435,1,1,-0.478,-0.406,-0.436,0.421,0.087,893700
224,Chris Stroud,67,65.7,2017,286.8,66.2,29.03,59.33,70.815,627,1,3,-0.126,0.013,-0.094,0.173,0.06,1308445
225,Tim Wilkinson,64,65.68,2017,279.5,63.98,28.67,62.77,70.95,233,0,0,0.009000000000000001,-0.053,-0.289,-0.31,0.5379999999999999,411459
226,Webb Simpson,102,65.51,2017,286.2,65.26,28.52,65.15,70.018,1058,0,4,0.049,0.945,-0.036000000000000004,0.503,0.426,3209646
227,Brian Gay,82,65.47,2017,278.7,63.53,28.32,62.3,70.585,426,0,3,0.451,0.282,-0.417,-0.006,0.254,942372
228,Matt Kuchar,95,65.36,2017,285.1,66.6,28.7,65.78,69.806,1260,0,6,0.332,1.106,0.158,0.253,0.43,4282489
229,Lucas Glover,93,65.31,2017,298.1,70.08,29.52,60.13,70.139,706,0,4,-0.026,0.933,0.502,0.301,0.14,1955822
